hhid,p10d01,p10d03,p10d04,p10d06,p10e05a
3882,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3883,no,missing,missing,missing,missing
3884,no,missing,missing,missing,missing
3885,no,missing,missing,missing,missing
3886,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3887,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3888,no,missing,missing,missing,missing
3889,no,missing,missing,missing,missing
3890,missing,missing,missing,missing,missing
3891,no,missing,missing,missing,missing
3892,si, trabajadores no calificados, construccion,como empleado u obrero de una empresa privada,missing
3893,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3894,no,missing,missing,missing,missing
3895,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3896,no,missing,missing,missing,missing
3897,no,missing,missing,missing,missing
3898,no,missing,missing,missing,missing
3899,no,missing,missing,missing,missing
3900,no,missing,missing,missing,missing
3901,no,missing,missing,missing,missing
3902,no,missing,missing,missing,missing
3903,no,missing,missing,missing,missing
3904,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3905,no,missing,missing,missing,missing
3906,no,missing,missing,missing,missing
3907,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3908,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3909,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3910,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,trabajador por su cuenta o en su finca,missing
3911,no,missing,missing,missing,missing
3912,no,missing,missing,missing,missing
3913,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como jornalero o peon,missing
3914,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3915,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como jornalero o peon,missing
3916,no,missing,missing,missing,missing
3917,missing,missing,missing,missing,missing
3918,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3919,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3920,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3921,missing,missing,missing,missing,missing
3922,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3923,missing,missing,missing,missing,missing
3924,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3925,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3926,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3927,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3928,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3929,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3930,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3931,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3932,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
3933,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
3934,no,missing,missing,missing,missing
3935,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
